trainerID,place,pokename,pokelevel
3316,0,Buizel,21
3316,1,Buizel,21
3316,2,Buizel,24
3317,0,Gastly,12
3317,1,Gastly,13
3317,2,Gastly,17
3318,0,Skorupi,21
3318,1,Carnivine,21
3318,2,Tangela,21
3318,3,Tropius,21
3318,4,Croagunk,21
3318,5,Yanma,21
3319,0,Umbreon,27
3319,1,Espeon,27
3320,0,Jolteon,24
3320,1,Flareon,24
3320,2,Vaporeon,24
3321,0,Munchlax,25
3322,0,Feebas,28
3323,0,Heracross,25
3324,0,Togetic,35
3325,0,Togekiss,54
3326,0,Porygon,27
3327,0,Gible,22
3328,0,Lombre,15
3328,1,Nuzleaf,15
3329,0,Lombre,25
3329,1,Nuzleaf,25
3330,0,Ludicolo,39
3330,1,Shiftry,39
3331,0,Ludicolo,43
3331,1,Shiftry,43
3332,0,Ludicolo,49
3332,1,Shiftry,49
3333,0,Seviper,24
3334,0,Zangoose,24
3335,0,Ledian,28
3335,1,Pinsir,29
3336,0,Munchlax,13
3336,1,Bagon,14
3337,0,Gabite,31
3340,0,Pachirisu,50
3340,1,Luxio,50
3340,2,Luvdisc,50
3340,3,Jigglypuff,50
3340,4,Kirlia,50
3340,5,Bonsly,50
3341,0,Corsola,50
3341,1,Marill,50
3341,2,Aipom,50
3341,3,Poliwhirl,50
3342,0,Delcatty,50
3342,1,Beautifly,50
3342,2,Weepinbell,50
3342,3,Skiploom,50
3342,4,Sunflora,50
3342,5,Roselia,50
3343,0,Machoke,50
3343,1,Onix,50
3343,2,Metang,50
3343,3,Elekid,50
3343,4,Rotom,50
3343,5,Carnivine,50
3344,0,Dugtrio,50
3344,1,Poliwrath,50
3344,2,Raichu,50
3344,3,Rotom,50
3344,4,Lunatone,50
3344,5,Elekid,50
3345,0,Charmeleon,50
3345,1,Quilava,50
3345,2,Monferno,50
3345,3,Grotle,50
3345,4,Sandslash,50
3345,5,Prinplup,50
3346,0,Flareon,50
3346,1,Altaria,50
3346,2,Houndoom,50
3346,3,Torkoal,50
3346,4,Flygon,50
3346,5,Camerupt,50
3347,0,Riolu,50
3347,1,Grovyle,50
3347,2,Vigoroth,50
3347,3,Luxio,50
3347,4,Gabite,50
3347,5,Combusken,50
3348,0,Pachirisu,50
3348,1,Luxio,50
3348,2,Luvdisc,50
3348,3,Jigglypuff,50
3348,4,Kirlia,50
3348,5,Bonsly,50
3349,0,Corsola,50
3349,1,Marill,50
3349,2,Aipom,50
3349,3,Ledian,50
3349,4,Poliwhirl,50
3350,0,Delcatty,50
3350,1,Beautifly,50
3350,2,Weepinbell,50
3350,3,Skiploom,50
3350,4,Sunflora,50
3350,5,Roselia,50
3351,0,Machoke,50
3351,1,Onix,50
3351,2,Metang,50
3351,3,Elekid,50
3351,4,Rotom,50
3351,5,Carnivine,50
3352,0,Charmeleon,50
3352,1,Quilava,50
3352,2,Monferno,50
3352,3,Grotle,50
3352,4,Sandslash,50
3352,5,Prinplup,50
3353,0,Riolu,50
3353,1,Grovyle,50
3353,2,Vigoroth,50
3353,3,Luxio,50
3353,4,Gabite,50
3353,5,Combusken,50
3358,0,Kadabra,35
3358,1,Bronzor,35
3358,2,Toxicroak,37
3359,0,Kadabra,38
3359,1,Bronzor,38
3359,2,Toxicroak,40
3360,0,Zubat,14
3360,1,Purugly,16
3361,0,Golbat,37
3361,1,Bronzor,37
3361,2,Purugly,39
3362,0,Bronzor,41
3362,1,Golbat,42
3362,2,Purugly,45
3363,0,Zubat,18
3363,1,Skuntank,20
3364,0,Bronzor,41
3364,1,Golbat,41
3364,2,Skuntank,46
3365,0,Golbat,38
3365,1,Bronzor,38
3365,2,Toxicroak,40
3366,0,Golbat,42
3366,1,Bronzor,42
3366,2,Toxicroak,44
3367,0,Zubat,15
3367,1,Purugly,17
3368,0,Golbat,38
3368,1,Bronzor,38
3368,2,Purugly,40
3369,0,Bronzor,44
3369,1,Golbat,44
3369,2,Purugly,46
3370,0,Bronzong,58
3370,1,Golbat,58
3370,2,Purugly,60
3371,0,Zubat,21
3371,1,Skuntank,23
3372,0,Bronzor,44
3372,1,Golbat,44
3372,2,Skuntank,46
3373,0,Bronzong,58
3373,1,Golbat,58
3373,2,Skuntank,60
3393,0,Psyduck,13
3394,0,Golduck,55
3396,0,Parasect,43
3397,0,Delibird,50
3397,1,Sealeo,50
3397,2,Poochyena,50
3397,3,Snover,50
3397,4,Castform,50
3397,5,Rhyhorn,50
3399,0,Gyarados,50
3399,1,Rhydon,50
3400,0,Nidoking,50
3400,1,Nidoqueen,50
3401,0,Piloswine,50
3401,1,Crobat,50
3402,0,Blissey,50
3402,1,Arcanine,50
3403,0,Tauros,52
3403,1,Miltank,52
3404,0,Tauros,57
3404,1,Miltank,57
3405,0,Nidoking,45
3405,1,Nidoqueen,45
3406,0,Ledian,25
3407,0,Shelgon,25
3407,1,Magcargo,25
3408,0,Whirlipede,25
3408,1,Graveler,25
3409,0,Lairon,25
3409,1,Sudowoodo,25
3410,0,Marill,25
3410,1,Loudred,25
3411,0,Sandslash,25
3411,1,Skarmory,25
3412,0,Torkoal,25
3412,1,Doublade,25
3413,0,Bidoof,14
3413,1,Bidoof,15
3413,2,Bidoof,16
3413,3,Bidoof,15
3413,4,Bidoof,15
3414,0,Ponyta,23
3417,0,Primeape,48
3417,1,Hitmontop,48
3417,2,Machoke,48
3418,0,Primeape,54
3418,1,Hitmontop,54
3418,2,Machamp,54
3419,0,Hitmonlee,38
3419,1,Hitmonchan,38
3420,0,Flareon,100
3421,0,Nidoqueen,100
3422,0,Mankey,37
3422,1,Primeape,37
3423,0,Mankey,50
3423,1,Primeape,50
3424,0,Primeape,55
3424,1,Primeape,55
3425,0,Hitmonlee,38
3425,1,Hitmonchan,38
3426,0,Hitmonlee,50
3426,1,Hitmonchan,50
3427,0,Hitmonlee,55
3427,1,Hitmonchan,55
3428,0,Alakazam,50
3428,1,Houndoom,50
3429,0,Machoke,39
3429,1,Primeape,39
3430,0,Machoke,51
3430,1,Primeape,51
3431,0,Machamp,56
3431,1,Primeape,56
3432,0,Golem,50
3432,1,Machamp,50
3433,0,Hitmonchan,50
3433,1,Hitmonlee,50
3434,0,Hitmonchan,29
3434,1,Hitmonlee,29
3435,0,Hitmonchan,33
3435,1,Hitmonlee,33
3436,0,Hitmonchan,51
3436,1,Hitmonlee,51
3437,0,Hitmonchan,56
3437,1,Hitmonlee,56
3438,0,Machop,5
3438,1,Gastly,5
3439,0,Misdreavus,40
3439,1,Exploud,40
3439,2,Umbreon,40
3439,3,Wobbuffet,40
3440,0,Houndour,28
3440,1,Corsola,28
3440,2,Linoone,28
3441,0,Gloom,58
3441,1,Sunflora,59
3441,2,Vileplume,60
3442,0,Tangela,30
3442,1,Dunsparce,30
3443,0,Cacnea,43
3443,1,Numel,43
3443,2,Houndour,43
3443,3,Lairon,44
3444,0,Smeargle,60
3445,0,Smeargle,60
3446,0,Staravia,17
3447,0,Ponyta,17
3448,0,Starly,15
3448,1,Staravia,15
3449,0,Staravia,28
3449,1,Staravia,30
3450,0,Staravia,37
3450,1,Staravia,39
3451,0,Staraptor,58
3451,1,Staraptor,58
3452,0,Pikachu,17
3453,0,Pikachu,31
3454,0,Pikachu,40
3455,0,Raichu,60
3456,0,Shinx,17
3457,0,Starly,15
3457,1,Ponyta,15
3458,0,Shinx,15
3458,1,Shinx,15
3459,0,Zubat,17
3460,0,Pikachu,21
3461,0,Ponyta,21
3462,0,Starly,18
3462,1,Staravia,20
3463,0,Staravia,32
3463,1,Staraptor,34
3464,0,Staraptor,43
3464,1,Staraptor,43
3465,0,Dodrio,58
3465,1,Staraptor,59
3466,0,Pikachu,21
3467,0,Pikachu,35
3468,0,Raichu,45
3469,0,Plusle,58
3469,1,Minun,58
3469,2,Raichu,58
3470,0,Staravia,21
3471,0,Starly,17
3471,1,Starly,18
3471,2,Starly,19
3472,0,Ponyta,20
3472,1,Shinx,18
3473,0,Shinx,21
3474,0,Whirlipede,22
3474,1,Whirlipede,22
3475,0,Ducklett,22
3475,1,Liepard,22
3476,0,Unfezant,37
3477,0,Tranquill,25
3478,0,Zebstrika,37
3479,0,Whirlipede,25
3480,0,Darumaka,22
3480,1,Darumaka,22
3482,0,Darumaka,25
3483,0,Panpour,21
3484,0,Pansage,21
3485,0,Pansear,21
3486,0,Scraggy,25
3488,0,Darumaka,24
3489,0,Darumaka,32
3494,0,Sableye,15
3495,0,Mightyena,36
3496,0,Cacnea,26
3496,1,Mightyena,28
3497,0,Sharpedo,34
3498,0,Sharpedo,41
3499,0,Sharpedo,43
3499,1,Sneasel,43
3500,0,Sharpedo,49
3500,1,Weavile,49
3501,0,Diglett,64
3501,1,Dugtrio,64
3502,0,Drilbur,25
3503,0,Diglett,61
3503,1,Dugtrio,61
3504,0,Gyarados,27
3504,1,Raichu,27
3505,0,Staraptor,47
3505,1,Whiscash,47
3506,0,Gyarados,47
3506,1,Medicham,47
3507,0,Gyarados,36
3507,1,Raichu,36
3508,0,Staraptor,50
3508,1,Ambipom,50
3509,0,Lumineon,50
3509,1,Rapidash,50
3510,0,Magmar,25
3510,1,Electabuzz,25
3511,0,Dugtrio,47
3511,1,Electabuzz,47
3512,0,Porygon2,52
3512,1,Azumarill,50
3513,0,Bagon,35
3514,0,Altaria,38
3514,1,Altaria,38
3515,0,Altaria,41
3515,1,Altaria,41
3516,0,Altaria,44
3516,1,Altaria,44
3517,0,Bagon,46
3517,1,Altaria,46
3517,2,Altaria,46
3518,0,Altaria,49
3518,1,Altaria,49
3518,2,Shelgon,49
3519,0,Bagon,34
3520,0,Altaria,37
3520,1,Altaria,37
3521,0,Altaria,41
3521,1,Altaria,41
3522,0,Altaria,44
3522,1,Altaria,44
3523,0,Bagon,46
3523,1,Altaria,46
3523,2,Altaria,46
3524,0,Altaria,49
3524,1,Altaria,49
3524,2,Shelgon,49
3525,0,Gible,46
3525,1,Gible,46
3525,2,Gyarados,49
3526,0,Gyarados,60
3527,0,Vibrava,57
3527,1,Dragonair,57
3527,2,Seadra,57
3528,0,Dratini,53
3528,1,Dragonair,55
3529,0,Dragonair,61
3529,1,Dragonair,61
3530,0,Swablu,53
3530,1,Altaria,57
3531,0,Altaria,60
3531,1,Altaria,60
3532,0,Gabite,56
3532,1,Gyarados,56
3533,0,Gyarados,58
3534,0,Bagon,57
3534,1,Shelgon,59
3535,0,Gabite,49
3536,0,Gible,39
3537,0,Gabite,43
3538,0,Gabite,63
3539,0,Seadra,56
3539,1,Gyarados,56
3540,0,Gible,43
3540,1,Swablu,45
3540,2,Gabite,47
3541,0,Gible,57
3541,1,Gabite,57
3541,2,Dragonair,57
3542,0,Dragonite,60
3543,0,Gabite,53
3543,1,Altaria,55
3544,0,Altaria,59
3544,1,Garchomp,61
3545,0,Altaria,56
3545,1,Seadra,56
3546,0,Altaria,60
3546,1,Kingdra,60
3547,0,Dratini,52
3547,1,Gabite,56
3548,0,Trapinch,55
3548,1,Vibrava,57
3549,0,Bagon,57
3549,1,Shelgon,57
3549,2,Vibrava,57
3550,0,Altaria,45
3550,1,Gabite,47
3551,0,Gible,34
3552,0,Gabite,46
3553,0,Shelgon,61
3553,1,Gabite,61
3553,2,Dragonair,61
3554,0,Dratini,55
3554,1,Altaria,57
3555,0,Shelgon,39
3555,1,Kingdra,39
3556,0,Altaria,47
3557,0,Kingdra,47
3558,0,Flygon,47
3559,0,Noivern,50
3559,1,Druddigon,50
3559,2,Flygon,50
3560,0,Krokorok,55
3561,0,Krookodile,66
3562,0,Sandile,33
3563,0,Krokorok,55
3564,0,Sandile,33
3565,0,Sandile,33
3566,0,Sandile,33
3567,0,Krokorok,55
3568,0,Smeargle,60
3569,0,Smeargle,30
3570,0,Wailord,57
3570,1,Vileplume,57
3571,0,Armaldo,47
3571,1,Cradily,47
3572,0,Armaldo,56
3572,1,Cradily,56
3573,0,Carvanha,21
3573,1,Numel,21
3574,0,Sandslash,46
3574,1,Ninetales,46
3575,0,Weepinbell,24
3575,1,Gloom,24
3575,2,Ivysaur,24
3576,0,Nidorino,39
3576,1,Nidoking,39
3577,0,Sandslash,39
3577,1,Dugtrio,39
3578,0,Rhyhorn,43
3579,0,Persian,44
3579,1,Ninetales,44
3580,0,Ivysaur,42
3580,1,Wartortle,42
3580,2,Charmeleon,42
3580,3,Charizard,42
3581,0,Exeggutor,43
3581,1,Cloyster,43
3581,2,Arcanine,43
3582,0,Parasect,43
3582,1,Dewgong,43
3582,2,Chansey,43
3583,0,Kingler,43
3583,1,Tentacruel,43
3583,2,Blastoise,43
3584,0,Bellsprout,43
3584,1,Weepinbell,43
3584,2,Victreebel,43
3585,0,Ivysaur,24
3585,1,Charmeleon,24
3585,2,Wartortle,24
3586,0,Charmeleon,27
3587,0,Rapidash,36
3588,0,Rapidash,39
3589,0,Rapidash,43
3590,0,Magneton,33
3590,1,Quagsire,31
3590,2,Exeggcute,31
3591,0,Sandslash,35
3592,0,Horsea,33
3592,1,Horsea,33
3592,2,Horsea,33
3593,0,Electrode,35
3593,1,Starmie,35
3593,2,Ninetales,35
3594,0,Horsea,34
3594,1,Seadra,36
3595,0,Butterfree,25
3595,1,Bellossom,25
3596,0,Dragonair,37
3597,0,Poliwhirl,28
3598,0,Seadra,37
3599,0,Victreebel,32
3599,1,Kingler,32
3599,2,Flareon,32
3600,0,Victreebel,35
3600,1,Kingler,35
3600,2,Flareon,35
3601,0,Victreebel,39
3601,1,Kingler,39
3601,2,Flareon,39
3602,0,Eevee,26
3602,1,Vaporeon,22
3602,2,Jolteon,22
3602,3,Flareon,22
3603,0,Goldeen,22
3603,1,Seaking,24
3604,0,Parasect,33
3604,1,Golduck,35
3605,0,Staryu,24
3605,1,Starmie,26
3606,0,Pikachu,36
3606,1,Blastoise,32
3607,0,Shellder,26
3607,1,Cloyster,28
3608,0,Marill,27
3608,1,Wartortle,24
3608,2,Wartortle,24
3609,0,Rhyhorn,38
3609,1,Charmeleon,35
3609,2,Wartortle,35
3610,0,Skiploom,25
3610,1,Ninetales,25
3611,0,Dratini,34
3611,1,Dragonair,36
3612,0,Bulbasaur,32
3612,1,Ivysaur,32
3612,2,Venusaur,32
3613,0,Dragonair,37
3614,0,Charmander,26
3614,1,Bulbasaur,26
3614,2,Squirtle,26
3615,0,Dratini,34
3615,1,Dratini,34
3615,2,Dratini,34
3616,0,Ivysaur,38
3616,1,Starmie,38
3617,0,Starmie,31
3617,1,Starmie,31
3617,2,Nidoqueen,33
3618,0,Starmie,34
3618,1,Starmie,34
3618,2,Nidoqueen,36
3619,0,Starmie,37
3619,1,Starmie,37
3619,2,Nidoqueen,39
3620,0,Pidgeot,25
3620,1,Electabuzz,27
3621,0,Flareon,35
3621,1,Tangela,35
3621,2,Tauros,35
3622,0,Manectric,43
3622,1,Muk,43
3623,0,Gloom,35
3623,1,Azumarill,35
3624,0,Zangoose,27
3625,0,Wingull,18
3625,1,Numel,18
3625,2,Roselia,18
3626,0,Wingull,26
3626,1,Numel,26
3626,2,Roselia,26
3627,0,Pelipper,29
3627,1,Numel,29
3627,2,Roselia,29
3628,0,Pelipper,32
3628,1,Numel,32
3628,2,Roselia,32
3629,0,Pelipper,35
3629,1,Camerupt,35
3629,2,Roselia,35
3630,0,Mawile,43
3630,1,Sableye,43
3631,0,Swellow,29
3631,1,Trapinch,29
3631,2,Wailmer,29
3631,3,Magneton,29
3631,4,Shiftry,29
3632,0,Cacturne,44
3633,0,Lairon,45
3633,1,Manectric,45
3634,0,Linoone,27
3635,0,Roselia,44
3636,0,Milotic,31
3637,0,Zangoose,27
3638,0,Sandslash,43
3638,1,Ninetales,43
3639,0,Mawile,46
3639,1,Starmie,46
3640,0,Linoone,27
3641,0,Delcatty,27
3642,0,Nosepass,42
3642,1,Medicham,42
3642,2,Ludicolo,42
3643,0,Kecleon,42
3643,1,Rhyhorn,42
3643,2,Tentacruel,42
3644,0,Linoone,27
3645,0,Delcatty,27
3646,0,Shiftry,34
3646,1,Graveler,34
3646,2,Loudred,34
3647,0,Dodrio,42
3647,1,Lairon,42
3647,2,Kadabra,42
3648,0,Claydol,44
3649,0,Sableye,44
3649,1,Medicham,44
3649,2,Sharpedo,44
3650,0,Swellow,42
3650,1,Kadabra,42
3650,2,Manectric,42
3650,3,Shiftry,42
3651,0,Graveler,34
3651,1,Magcargo,34
3651,2,Ludicolo,34
3652,0,Mawile,31
3652,1,Roselia,31
3652,2,Pelipper,31
3653,0,Electrike,18
3653,1,Wailmer,18
3653,2,Makuhita,18
3654,0,Electrike,26
3654,1,Wailmer,26
3654,2,Makuhita,26
3655,0,Manectric,29
3655,1,Wailmer,29
3655,2,Makuhita,29
3656,0,Manectric,32
3656,1,Wailmer,32
3656,2,Makuhita,32
3657,0,Manectric,35
3657,1,Wailmer,35
3657,2,Hariyama,35
3658,0,Kecleon,24
3659,0,Magneton,43
3659,1,Muk,43
3660,0,Gloom,34
3660,1,Azumarill,34
3661,0,Wigglytuff,26
3662,0,Manectric,32
3662,1,Linoone,32
3663,0,Vigoroth,26
3664,0,Swellow,28
3664,1,Trapinch,28
3664,2,Wailmer,28
3664,3,Magneton,28
3664,4,Shiftry,28
3665,0,Wingull,17
3665,1,Numel,17
3665,2,Roselia,17
3666,0,Wingull,26
3666,1,Numel,26
3666,2,Roselia,26
3667,0,Pelipper,29
3667,1,Numel,29
3667,2,Roselia,29
3668,0,Pelipper,32
3668,1,Numel,32
3668,2,Roselia,32
3669,0,Pelipper,34
3669,1,Camerupt,34
3669,2,Roselia,34
3670,0,Manectric,24
3670,1,Swellow,24
3670,2,Manectric,24
3671,0,Skarmory,43
3671,1,Sableye,43
3672,0,Loudred,29
3672,1,Vigoroth,29
3673,0,Loudred,35
3673,1,Vigoroth,35
3674,0,Spinda,37
3674,1,Loudred,37
3674,2,Vigoroth,37
3675,0,Spinda,39
3675,1,Loudred,39
3675,2,Vigoroth,39
3676,0,Spinda,41
3676,1,Exploud,41
3676,2,Slaking,41
3677,0,Pelipper,33
3677,1,Camerupt,33
3678,0,Claydol,43
3678,1,Lanturn,43
3679,0,Cacturne,43
3679,1,Pelipper,43
3680,0,Medicham,43
3680,1,Claydol,43
3681,0,Slakoth,26
3682,0,Kecleon,23
3683,0,Sableye,43
3683,1,Absol,43
3684,0,Roselia,45
3685,0,Absol,27
3686,0,Sableye,30
3687,0,Zangoose,26
3688,0,Kecleon,33
3688,1,Loudred,33
3689,0,Sandslash,42
3689,1,Ninetales,42
3689,2,Tropius,42
3690,0,Gardevoir,43
3690,1,Slaking,43
3691,0,Lairon,45
3691,1,Manectric,45
3692,0,Manectric,30
3693,0,Mawile,46
3693,1,Starmie,46
3694,0,Manectric,29
3694,1,Shiftry,29
3695,0,Manectric,34
3696,0,Delcatty,26
3697,0,Torkoal,42
3697,1,Medicham,42
3697,2,Ludicolo,42
3698,0,Lunatone,43
3698,1,Solrock,43
3699,0,Kecleon,42
3699,1,Graveler,42
3699,2,Wailord,42
3700,0,Spinda,26
3701,0,Slaking,43
3701,1,Dusclops,43
3702,0,Swellow,26
3703,0,Shiftry,34
3703,1,Nosepass,34
3704,0,Swellow,42
3704,1,Mawile,42
3704,2,Kadabra,42
3705,0,Claydol,45
3706,0,Sableye,44
3706,1,Medicham,44
3706,2,Sharpedo,44
3707,0,Dodrio,42
3707,1,Kadabra,42
3707,2,Electrode,42
3707,3,Shiftry,42
3708,0,Graveler,33
3708,1,Ludicolo,33
3709,0,Mawile,29
3709,1,Roselia,29
3709,2,Pelipper,29
3710,0,Electrike,17
3710,1,Wailmer,17
3710,2,Makuhita,17
3711,0,Electrike,26
3711,1,Wailmer,26
3711,2,Makuhita,26
3712,0,Manectric,29
3712,1,Wailmer,29
3712,2,Makuhita,29
3713,0,Manectric,32
3713,1,Wailmer,32
3713,2,Makuhita,32
3714,0,Manectric,35
3714,1,Wailmer,35
3714,2,Hariyama,35
3715,0,Venusaur,50
3716,0,Tyranitar,50
3717,0,Clefairy,42
3717,1,Jigglypuff,42
3717,2,Persian,42
3717,3,Dewgong,42
3717,4,Chansey,42
3718,0,Starmie,50
3718,1,Kingdra,50
3719,0,Bellsprout,42
3719,1,Weepinbell,42
3719,2,Victreebel,42
3719,3,Paras,42
3719,4,Parasect,42
3720,0,Kingler,41
3720,1,Poliwhirl,42
3720,2,Tentacruel,42
3720,3,Seadra,42
3720,4,Blastoise,43
3721,0,Exeggutor,42
3721,1,Sandslash,42
3721,2,Cloyster,42
3721,3,Electrode,42
3721,4,Arcanine,42
3722,0,Lapras,50
3723,0,Rhydon,47
3723,1,Slowbro,48
3723,2,Ursaring,50
3723,3,Machoke,48
3723,4,Kangaskhan,47
3724,0,Rhydon,52
3724,1,Slowbro,54
3724,2,Ursaring,55
3724,3,Machamp,52
3724,4,Kangaskhan,52
3725,0,Bellsprout,22
3725,1,Oddish,22
3725,2,Weepinbell,22
3725,3,Gloom,22
3725,4,Ivysaur,22
3726,0,Persian,47
3726,1,Dewgong,47
3726,2,Ninetales,48
3726,3,Rapidash,48
3726,4,Girafarig,50
3727,0,Persian,53
3727,1,Dewgong,53
3727,2,Ninetales,54
3727,3,Rapidash,54
3727,4,Girafarig,56
3728,0,Persian,42
3728,1,Ponyta,42
3728,2,Rapidash,42
3728,3,Vulpix,42
3728,4,Ninetales,42
3729,0,Raticate,42
3729,1,Ivysaur,42
3729,2,Wartortle,42
3729,3,Charmeleon,42
3729,4,Charizard,42
3730,0,Sandslash,37
3730,1,Sandslash,37
3730,2,Rhyhorn,38
3730,3,Nidorino,39
3730,4,Nidoking,39
3731,0,Marowak,37
3731,1,Marowak,37
3731,2,Rhyhorn,38
3731,3,Nidorina,39
3731,4,Nidoqueen,39
3732,0,Sandslash,38
3732,1,Graveler,38
3732,2,Onix,38
3732,3,Graveler,38
3732,4,Marowak,38
3733,0,Aerodactyl,59
3734,0,Sneasel,37
3734,1,Tentacruel,37
3735,0,Gastly,26
3735,1,Haunter,28
3735,2,Gengar,30
3736,0,Ponyta,27
3736,1,Grotle,27
3737,0,Snover,39
3738,0,Ambipom,54
3738,1,Rapidash,54
3738,2,Chansey,54
3739,0,Ambipom,59
3739,1,Rapidash,59
3739,2,Chansey,59
3740,0,Raichu,55
3740,1,Gastrodon,55
3741,0,Ambipom,35
3741,1,Kadabra,35
3742,0,Pachirisu,54
3742,1,Azumarill,54
3742,2,Blissey,54
3743,0,Azumarill,33
3744,0,Pelipper,33
3744,1,Sudowoodo,33
3745,0,Snover,39
3746,0,Misdreavus,30
3746,1,Drifblim,30
3747,0,Skorupi,30
3747,1,Steelix,32
3748,0,Lopunny,54
3748,1,Quagsire,54
3748,2,Pelipper,54
3749,0,Raichu,34
3749,1,Hippopotas,38
3749,2,Pelipper,36
3750,0,Raichu,54
3750,1,Hippopotas,54
3750,2,Pelipper,54
3751,0,Mightyena,55
3751,1,Kirlia,55
3752,0,Flaaffy,53
3752,1,Tropius,53
3753,0,Ampharos,60
3753,1,Tropius,60
3754,0,Monferno,23
3754,1,Gyarados,23
3755,0,Monferno,39
3755,1,Luxio,39
3755,2,Gyarados,39
3756,0,Monferno,59
3756,1,Luxio,59
3756,2,Gyarados,59
3757,0,Kadabra,44
3757,1,Raichu,44
3758,0,Mothim,25
3758,1,Onix,26
3758,2,Luxio,27
3759,0,Dusclops,55
3759,1,Salamence,55
3760,0,Sneasel,35
3760,1,Machoke,34
3761,0,Skarmory,56
3762,0,Honchkrow,49
3763,0,Quagsire,39
3764,0,Staravia,33
3764,1,Girafarig,33
3765,0,Staravia,55
3765,1,Girafarig,55
3766,0,Metagross,56
3767,0,Drapion,59
3768,0,Ponyta,31
3768,1,Haunter,31
3768,2,Floatzel,34
3769,0,Golduck,55
3769,1,Sandslash,55
3770,0,Stantler,58
3770,1,Carnivine,58
3771,0,Primeape,57
3771,1,Torkoal,57
3772,0,Lopunny,37
3773,0,Golduck,34
3773,1,Sudowoodo,33
3773,2,Ponyta,35
3774,0,Golduck,46
3774,1,Blissey,48
3775,0,Glameow,23
3775,1,Kadabra,23
3776,0,Glameow,40
3776,1,Kadabra,40
3777,0,Purugly,60
3777,1,Alakazam,60
3778,0,Delcatty,55
3778,1,Yanma,55
3779,0,Bibarel,54
3779,1,Rapidash,54
3779,2,Beautifly,54
3780,0,Meowth,56
3780,1,Persian,56
3780,2,Hypno,56
3781,0,Kangaskhan,57
3781,1,Ursaring,57
3782,0,Dunsparce,56
3782,1,Marowak,56
3782,2,Scyther,56
3783,0,Roselia,37
3783,1,Seaking,37
3784,0,Roselia,55
3784,1,Seaking,55
3785,0,Rapidash,45
3785,1,Carnivine,45
3785,2,Rampardos,48
3786,0,Pinsir,53
3786,1,Mightyena,53
3787,0,Lickitung,53
3787,1,Miltank,53
3788,0,Lickitung,60
3788,1,Miltank,60
3789,0,Poliwhirl,54
3789,1,Gyarados,54
3790,0,Granbull,57
3791,0,Tauros,55
3792,0,Tauros,62
3793,0,Pelipper,35
3793,1,Golduck,36
3793,2,Steelix,37
3794,0,Floatzel,37
3794,1,Sneasel,37
3795,0,Cherrim,30
3795,1,Marill,32
3795,2,Lopunny,34
3796,0,Cherrim,54
3796,1,Marill,54
3796,2,Lopunny,54
3797,0,Loudred,57
3797,1,Rampardos,57
3798,0,Larvitar,57
3798,1,Magcargo,57
3799,0,Clefable,46
3799,1,Torterra,48
3800,0,Steelix,44
3800,1,Medicham,44
3801,0,Glalie,59
3801,1,Crobat,60
3802,0,Sneasel,40
3802,1,Sneasel,43
3803,0,Gastly,21
3803,1,Gastly,22
3803,2,Haunter,24
3804,0,Aipom,32
3804,1,Grotle,33
3804,2,Girafarig,32
3805,0,Glalie,44
3806,0,Gastrodon,54
3806,1,Beedrill,54
3806,2,Electrode,55
3807,0,Ambipom,39
3807,1,Porygon2,40
3808,0,Marowak,54
3808,1,Kangaskhan,57
3809,0,Bronzor,35
3809,1,Bronzor,36
3809,2,Bronzor,38
3810,0,Lopunny,38
3810,1,Medicham,35
3810,2,Kirlia,36
3811,0,Sneasel,40
3811,1,Snorunt,40
3811,2,Snover,41
3812,0,Haunter,23
3812,1,Misdreavus,24
3813,0,Scizor,40
3814,0,Swalot,53
3814,1,Ninetales,54
3814,2,Magnezone,56
3815,0,Electabuzz,40
3815,1,Magmar,40
3816,0,Electivire,54
3816,1,Magmortar,54
3817,0,Mightyena,55
3817,1,Kirlia,56
3818,0,Flaaffy,55
3818,1,Tropius,56
3819,0,Ampharos,61
3819,1,Tropius,62
3820,0,Gligar,24
3820,1,Drifblim,25
3820,2,Buizel,24
3821,0,Gligar,44
3821,1,Drifblim,45
3821,2,Floatzel,44
3822,0,Gliscor,61
3822,1,Drifblim,59
3822,2,Floatzel,61
3823,0,Electabuzz,47
3823,1,Raichu,48
3824,0,Scyther,32
3824,1,Luxio,34
3824,2,Probopass,31
3825,0,Dusclops,55
3825,1,Salamence,56
3826,0,Dusclops,39
3826,1,Scyther,39
3827,0,Tyrogue,55
3827,1,Hitmonchan,59
3828,0,Rhydon,47
3828,1,Carnivine,48
3829,0,Piloswine,44
3830,0,Staraptor,35
3830,1,Girafarig,36
3831,0,Staraptor,55
3831,1,Girafarig,56
3832,0,Metagross,60
3833,0,Drapion,61
3834,0,Quagsire,35
3834,1,Staraptor,36
3834,2,Hippopotas,38
3835,0,Golduck,56
3835,1,Sandslash,56
3835,2,Manectric,57
3836,0,Jumpluff,58
3836,1,Ampharos,59
3836,2,Onix,58
3837,0,Primeape,58
3837,1,Banette,59
3837,2,Electabuzz,58
3838,0,Tropius,42
3839,0,Golduck,38
3839,1,Sudowoodo,38
3839,2,Rapidash,39
3840,0,Blissey,45
3840,1,Glalie,46
3840,2,Magnezone,48
3841,0,Roselia,24
3841,1,Ralts,24
3841,2,Lickitung,25
3842,0,Roselia,44
3842,1,Kirlia,44
3842,2,Lickitung,45
